Title,Abstract,Authors,Publication Year,Summary
Extended Endoscopic Endonasal Approach for Giant Pediatric Craniopharyngiomas: Technical Note and Case Series.,"Giant pediatric craniopharyngiomas are rare tumors whose clinical and surgical management is extremely challenging. A variety of open transcranial approaches has been used to resect these lesions. Although there has been an increasing acceptance of the endoscopic endonasal approach (EEA) for the resection of pediatric craniopharyngiomas in recent years, many surgeons continue to recommend against the use of the EEA for giant pediatric craniopharyngiomas. This study aimed to evaluate the feasibility of extended EEA for giant craniopharyngiomas in the pediatric population. All consecutive pediatric patients with giant craniopharyngiomas (diameter >4 cm) who underwent endoscopic endonasal surgery at our institution were retrospectively reviewed. Data on demographic information, preoperative assessment, imaging features, surgical results, complications, and recurrences were recorded and analyzed. A total of 16 pediatric patients with an average age of 12 years were identified. The mean maximum diameter and volume of the tumors were 4.35 cm and 24.1 cm3, respectively. Gross total resection was achieved in 13 patients (81.3%) and subtotal resection in 3 patients (18.7%). Postoperatively, partial or complete anterior pituitary insufficiency occurred in 100% of patients, and 62.5% developed new-onset diabetes insipidus. Visual function improved in 9 patients (56.3%) and remained stable in 7 patients (43.7%). Postoperative cerebrospinal fluid leakage occurred in 2 patients and was successfully repaired through the EEA. During a mean follow-up of 44.3 months, 18.8% of patients had a >9% increase in body mass index, and 93.8% of patients successfully returned to school or work. Two patients (12.5%) suffered a recurrence. Disease control was achieved in 16 patients (100%) at final follow-up. The extended EEA allows adequate access to this challenging tumor and enables complete resection and visual improvement with a reasonable approach-related complication rate.",['Bao Y; Pan L; Fu J; Wu X; Xie S; Tang B; Hong T'],2024,a variety of open transcranial approaches has been used to resect cesions. many surgeons continue to recommend against the use of the EEA for giant craniopharyngiomas.
Serum bile acid and unsaturated fatty acid profiles of non-alcoholic fatty liver disease in type 2 diabetic patients.,"The understanding of bile acid (BA) and unsaturated fatty acid (UFA) profiles, as well as their dysregulation, remains elusive in individuals with type 2 diabetes mellitus (T2DM) coexisting with non-alcoholic fatty liver disease (NAFLD). Investigating these metabolites could offer valuable insights into the pathophy-siology of NAFLD in T2DM. To identify potential metabolite biomarkers capable of distinguishing between NAFLD and T2DM. A training model was developed involving 399 participants, comprising 113 healthy controls (HCs), 134 individuals with T2DM without NAFLD, and 152 individuals with T2DM and NAFLD. External validation encompassed 172 participants. NAFLD patients were divided based on liver fibrosis scores. The analytical approach employed univariate testing, orthogonal partial least squares-discriminant analysis, logistic regression, receiver operating characteristic curve analysis, and decision curve analysis to pinpoint and assess the diagnostic value of serum biomarkers. Compared to HCs, both T2DM and NAFLD groups exhibited diminished levels of specific BAs. In UFAs, particular acids exhibited a positive correlation with NAFLD risk in T2DM, while the ω-6:ω-3 UFA ratio demonstrated a negative correlation. Levels of α-linolenic acid and γ-linolenic acid were linked to significant liver fibrosis in NAFLD. The validation cohort substantiated the predictive efficacy of these biomarkers for assessing NAFLD risk in T2DM patients. This study underscores the connection between altered BA and UFA profiles and the presence of NAFLD in individuals with T2DM, proposing their potential as biomarkers in the pathogenesis of NAFLD.",['Feng SS; Wang SJ; Guo L; Ma PP; Ye XL; Pan ML; Hang B; Mao JH; Snijders AM; Lu YB; Ding DF'],2024,bile acid (BA) and unsaturated fatty acid (UFA) profiles remain elusive in individuals with type 2 diabetes mellitus coexisting with non-alcoholic fatty liver disease (NAFLD). a training model was developed involving 399 participants.
Increased risk of bladder cancer recurrence due to bacillus Calmette-Guérin shortage in Brazil.,"Our study aimed to evaluate the impact of bacillus Calmette-Guérin shortage on recurrence and progression in patients with non-muscle invasive bladder cancer in a Brazilian cohort. We retrospectively reviewed the clinicopathological data of 409 patients who had their first transurethral resection of the bladder tumor for intermediate or high-risk non-muscle invasive bladder cancer between June 2014 and May 2021 in a tertiary public hospital in Brazil. Patients included had non-muscle-invasive urothelial carcinoma of the bladder resected completely for the first time, regardless of bacillus Calmette-Guérin use. Low-risk disease patients were excluded from the analysis. Demographic, clinicopathological, and bacillus Calmette-Guérin use data were collected from our database. Recurrence and progression data were obtained from patient records or through telephone interviews. Recurrence-free survival and progression-free survival were calculated from the date of transurethral resection of the bladder tumor until the events of recurrence, progression, last office visit, or phone interview. Within a median follow-up period of 26.7 months, 168 (41.1%) patients experienced a recurrence in a median time of 27 months (95%CI 16.1-38). Bacillus Calmette-Guérin was administered to 57 (13.9%) individuals after transurethral resection of the bladder tumor. Patients with ≥3 lesions (p<0.001), those with lesions >3 cm (p=0.02), and those without bacillus Calmette-Guérin treatment (p<0.001) had shorter recurrence-free survival. According to a Cox multivariate regression model, bacillus Calmette-Guérin use was independently associated with a reduced recurrence rate, with an HR of 0.43 (95%CI 0.25-0.72). Out of the patients studied, 26 (6.4%) experienced progression. T1 stage (p<0.001) and high-grade (p<0.001) were associated with shorter progression-free survival. Bacillus Calmette-Guérin did not influence bladder cancer progression. In the Cox multivariate analysis, high-risk disease was independently associated with progression (p<0.001). Our study confirms that non-muscle invasive bladder cancer exhibits a high recurrence rate. The use of adjuvant bacillus Calmette-Guérin in intermediate and high-risk patients significantly reduces this rate. Furthermore, the bacillus Calmette-Guérin shortage could have negatively impacted these patients.",['Murta CB; Hayek KKRE; Dias BC; Yorioka MAW; Cassao VD; Claro JFA'],2024,bacillus Calmette-Guérin shortage recurrence and progression in patients with non-muscle invasive bladder cancer. 168 (41.1%) patients experienced a recurrence in a median follow-up period of 27 months.
"Establishing and Monitoring an Effective Management of Benign Nontoxic Multinodular Goitre in Kuwait ""Utilizing Two Different Dose Levels of Recombinant Human TSH in Combination with Radioactive Iodine"".","rhTSH-assisted radioiodine therapy of multinodular goiter is not fully known and only a few studies, with a limited number of patients have evaluated the effect of rhTSH assisted radioiodine therapy beyond 1 year. Though there is an effective and safe management of benign non-toxic MNG available, it is not applicable to all patient categories in Kuwait covering the impact of the past environmental events (Gulf War) and the genetic relation. The proposed project aims to address those points raised, that is exclusive to the Kuwait population. In this cohort study, 2 groups of patients, group one (G1) and group two (G2) patients (N=50, ≥18 years old) went undergo evaluated according to a proposed criteria followed by FNA to exclude cancer, toxicity and those who have refused surgery. All patients had a CT scan, TSH, T3, T4 and CBC and complete biomedical tests at a 6-months interval during the treatment period and the follow up. The Volumetric application of GE 670 SPECT/CT (i.e. Xeleris) and in-house developed MATLAB used for quantitative measurement. All patients had a 131-I uptake at baseline and 24 intervals post intramuscular a single dose of 0.3mg or 0.1mg (group 1, group 2) of rhTSH. There was no significant difference in TSH levels at 24-month follow-up between the two groups (p=0.327), whereas there was a statistically significant difference at the baseline and at the 6-months interval between the 2 groups for T4. Post treatment follow up at the 24-hour time point, Group 1 displayed significantly higher uptake than Group 2 (G1:41.74 ± 6.27 vs. G2:34.80 ± 3.84, p < 0.001). The change in I131 uptake from baseline to 24 hours was significantly greater in Group 1compared to Group 2 (p < 0.001). The ROC analysis (AUC) post treatment indicated an excellent discriminatory power for AUC (0.960) and (p < 0.001). There was a much better correlation posttreatment between BMI and thyroid volume for group 1 (R2=0.661) than for group 2 (R2=0.008). Our results suggest 42.1% thyroid volume reduction for group 1 and 20% for group 2. The study underscores the potential benefits of the higher rhTSH dose (0.3mg) in managing multinodular non-toxic goiter for the Kuwaiti population and the region considering the impact of dietary, and experience to the drastic environmental exposure.",['Al-Shammeri I; Masoomi M; Al-Shammeri N; Al-Abdali F; Al-Shagooli A'],2024,"rhTSH-assisted radioiodine therapy of multinodular goiter is not fully known. only a few studies have evaluated the effect of rhTSH-assisted radioiodine therapy beyond 1 year. the proposed project aims to address those points raised, that is exclusive to the population."
Cardiovascular and renal outcomes of glucagon-like peptide 1 receptor agonists among patients with and without type 2 diabetes mellitus: A meta-analysis of randomized placebo-controlled trials.,"Multiple cardiovascular outcomes trials (CVOTs) have shown the efficacy of GLP-1RAs in reducing major adverse cardiovascular events (MACEs) for high-risk patients. However, some CVOTs failed to demonstrate cardiovascular benefits. We analyzed the impact of GLP-1RA on cardiovascular and renal outcomes in patients with or without T2DM, with subgroup analysis based on sex, estimated glomerular filtration rate (eGFR), body mass index (BMI), and history of cardiovascular disease (CVD). A comprehensive database search for placebo-controlled RCTs on GLP-1RA treatment was conducted until April 2024. Data extraction and quality assessment were carried out, employing a robust statistical analysis using a random effects model to determine outcomes with log odds ratios and 95 % confidence intervals (CIs). A total of 13 CVOTs comprising 83,258 patients were included. GLP-1RAs significantly reduced MACE (OR 0.86, 95 % CI: 0.80 to 0.94, <i>p</i> < 0.01) all-cause mortality OR 0.87, 95 % CI: 0.82 to 0.93, <i>p</i> < 0.001, CV mortality (OR 0.87, 95 % CI: 0.81 to 0.94, <i>p</i> < 0.001), stroke (fatal: OR 0.74, 95 % CI: 0.56 to 0.96, <i>p</i> = 0.03; non-fatal: OR 0.87, 95 % CI: 0.79 to 0.96, <i>p</i> = 0.005), coronary revascularization (OR 0.86, 95 % CI: 0.74 to 0.99, <i>p</i> = 0.023), and composite kidney outcome (OR 0.76, 95 % CI: 0.67 to 0.85, <i>p</i> < 0.001. GLP-1RA significantly reduced MACE in both sexes. Furthermore, GLP-1RA reduced MACE regardless of CVD history, BMI, and eGFR level. Significant reductions in MACE, overall and CV mortality, stroke, coronary revascularization, and composite kidney outcome with GLP-1RA treatment were noted across all subgroups.",['Rivera FB; Cruz LLA; Magalong JV; Ruyeras JMMJ; Aparece JP; Bantayan NRB; Lara-Breitinger K; Gulati M'],2024,multiple cardiovascular outcomes trials (CVOTs) have shown the efficacy of GLP-1RAs in reducing major adverse cardiovascular events (MACEs) for high-risk patients. but some CVOTs failed to demonstrate cardiovascular benefits.
SIRT1/AMPK-mediated pathway: Ferulic acid from sugar beet pulp mitigating obesity-induced diabetes-linked complications and improving metabolic health.,"Obesity-induced type 2 diabetes (T2D) increases the risk of metabolic syndrome due to the high calorie intake. The role of sugar beet pulp (SBP) in T2D and the mechanism of its action remain unclear, though it is abundant in phenolics and has antioxidant activity. In this study, we isolated and purified ferulic acid from SBP, referred to as SBP-E, and studied the underlying molecular mechanisms in the regulation of glucose and lipid metabolism developing high glucose/high fat diet-induced diabetic models in vitro and in vivo. SBP-E showed no cytotoxicity and reduced the oxidative stress by increasing glutathione (GSH) in human liver (HepG2) and rat skeletal muscle (L6) cells. It also decreased body weight gain, food intake, fasting blood glucose levels (FBGL), glucose intolerance, hepatic steatosis, and lipid accumulation. Additionally, SBP-E decreased the oxidative stress and improved the antioxidant enzyme levels in high-fat diet (HFD)-induced T2D mice. Further, SBP-E reduced plasma and liver advanced glycation end products (AGEs), malondialdehyde (MDA), and pro-inflammatory cytokines, and increased anti-inflammatory cytokines in HFD-fed mice. Importantly, SBP-E significantly elevated AMPK, glucose transporter, SIRT1 activity, and Nrf2 expression and decreased ACC expression and SREBP1 levels in diabetic models. Collectively, our study results suggest that SBP-E treatment can improve obesity-induced T2D by regulating glucose and lipid metabolism via SIRT1/AMPK signalling and the AMPK/SREBP1/ACC1 pathway.",['Singh SSB; Patil KN'],2024,ferulic acid is abundant in phenolics and has antioxidant activity. ferulic acid is abundant in phenolics and has antioxidant activity.
Cannabidiol and Aza-BODIPY Coencapsulation for Photodynamic Therapy Enhancement in Liver Cancer Cells.,"Photodynamic therapy (PDT) and cannabidiol (CBD) have been explored for their potential in synergistic cancer treatment. In this study, we employed CBD oil as a lipid phase, encapsulated within <b>AZB-I@Lec-T</b> to create lipid-based nanoparticles. Here, CBD oil does two tasks: it acts as a pyroptosis agent to destroy liver cancer cells and as a lipid phase to dissolve the photosensitizer. It was expected that this system would offer synergistic therapy between CBD and PDT better than a single use of each treatment. With a series of <i>in vitro</i> experiments, the nanoparticles exhibited induced apoptosis in 68% of HepG2 cells treated with <b>AZB-I@Lec-T@CBD</b> and near-infrared (NIR)-light irradiation, reducing expression levels of antioxidant defense system genes. Furthermore, both components worked well in a submicromolar range when combined in our formulation. These results highlight the potential for amplifying primary cellular damage with the combination of PDT and CBD encapsulation, providing a promising therapeutic approach for liver cancer treatment guidelines.",['Kampaengsri S; Muangsopa P; Pangjantuk A; Chansaenpak K; Lai RY; Noisa P; Kamkaew A'],2024,photodynamic therapy (PDT) and cannabidiol (CBD) have been explored for their potential in synergistic cancer treatment. the nanoparticles exhibited induced apoptosis in 68% of HepG2 cells treated with b>AZB-I@Lec-T@CBD/b> and near-infrared (NIR)-light irradiation.
Fibronectin-Targeting Dual-Modal MR/NIRF Imaging Contrast Agents for Diagnosis of Gastric Cancer and Peritoneal Metastasis.,"The prevalence and fatality rates of gastric cancer (GC) remain elevated, with advanced stages presenting a grim prognosis. Noninvasive diagnosis of GC cancer often proves challenging until the disease has progressed to an advanced stage or metastasized. Initially, the level of fibronectin (FN) in cancer-associated fibroblasts (CAFs) of GC was at least 3.7 times higher than that in normal fibroblasts. Herein, two FN-targeting magnetic resonance/near-infrared fluorescence (MR/NIRF) imaging contrast agents were developed to detect GC and peritoneal metastasis noninvasively. The probes CREKA-Cy7-(Gd-DOTA) and CREKA-Cy7-(Gd-DOTA)<sub>3</sub> demonstrated significant FN-targeting capability (with dissociation constants of 1.0 and 2.1 mM) and effective MR imaging performance (with proton relaxivity values of 9.66 and 27.44 mM<sup>-1</sup> s<sup>-1</sup> at 9.4 T, 37 °C). In vivo imaging revealed a high signal-to-noise ratio and successful visualization of GC metastasis using NIRF imaging as well as successful tumor detection in MR imaging. Therefore, this study highlights the potential of FN-targeting probes for GC diagnosis and aids in the advancement of new diagnostic strategies for the clinical detection of GC.",['Yang N; Huang Y; Wang X; Wang D; Yao D; Ren G'],2024,FN-targeting probes were developed to detect GC and peritoneal metastasis. GC cancer is a rare disease that can be diagnosed with a bacterial infection.
Evaluation of the Effectiveness of In-Hospital Exercise Rehabilitation in Middle-Aged and Elderly Patients with Type 2 Diabetes Mellitus Combined with Sarcopenia Effect of Lifestyle Management on Disease Status in Patients with Type 2 Diabetes Mellitus.,"The aim of this study was to explore the effects of in-hospital exercise rehabilitation on glucose and lipid metabolism and healthy physical fitness in middle-aged and elderly patients with type 2 diabetes mellitus (T2DM) combined with sarcopenia, and to provide a reference for the effective implementation of exercise rehabilitation for middle-aged and elderly patients with T2DM combined with sarcopenia in healthcare institutions. This study retrospectively included 122 patients with T2DM combined with sarcopenia treated at the General Hospital of Ningxia Medical University from August 2017 to August 2020 and randomly divided into a control group and an experimental group. The control group was given conventional treatment and the experimental group was given exercise rehabilitation in the hospital for 12 weeks to compare the indexes related to glucose and lipid metabolism and healthy fitness in the two groups. After the intervention, the experimental group showed significant decreases in fasting blood glucose (FBG), glycated hemoglobin (HbA1c), insulin resistance index (HOMA-IR), triglycerides (TG), total cholesterol (TC), low-density cholesterol (LDL-C) and body fat percentage (<i>p</i> < 0.05), while high-density cholesterol (HDL-C), grip strength, lower limb extension, lower limb flexion, peak oxygen uptake were significantly higher (<i>p</i> < 0.05) and were more significant at 12 weeks compared to the 6-week intervention (<i>p</i> < 0.05). However, there were no significant changes in any of the glucose metabolism indicators in the control group before and after the intervention. A two-way repeated measures ANOVA showed that at control baseline levels, HbA1c decreased significantly in the experimental group after both 6 and 12 weeks of intervention compared to the control group (<i>p</i> < 0.05). After 6 weeks of intervention, the experimental group showed a significant decrease in body fat percentage and a significant increase in grip strength. After 12 weeks of intervention, the experimental group showed an increase in glycemic control from 33.3% to 73.3%, a significant decrease in body fat percentage and a significant increase in grip strength, lower limb extension and lower limb flexion strength and peak oxygen uptake. In-hospital exercise rehabilitation can effectively improve the glycemic and lipid profiles of patients with T2DM combined with sarcopenia and enhance their health fitness, with good clinical rehabilitation effects.",['Shi J; Yin G; Shi Z; Zhang S; Wei J; Xue T; Su X'],2024,"study included 122 patients with T2DM combined with sarcopenia. the experimental group was given exercise rehabilitation in the hospital for 12 weeks. the experimental group showed significant decreases in fasting blood glucose (FBG), glycated hemoglobin (HbA1c), insulin resistance index (HOMA-IR), triglycerides (TG), total cholesterol (TC), low-density cholesterol (LDL-C) and body fat percentage (i>p/i>"
Case report: Increased efficacy of cetuximab after pembrolizumab failure in cutaneous squamous cell carcinoma.,"Immunotherapy is the first-line option for treating advanced cutaneous squamous cell carcinoma (cSCC). However, up to half of patients experience no benefit and treatment resistance, warranting newer therapeutic approaches. Combinatory approaches, including cetuximab, may help overcome immunotherapy resistance and improve response rates in advanced cSCC. We report three cases of metastatic cSCC that achieved significant clinical responses after cetuximab therapy following initial progression on pembrolizumab. We have retrospectively reviewed these cases at a single academic center between 2018 and 2023. All patients initially progressed on pembrolizumab, after which cetuximab (mono- or combination therapy) was added with two complete responses and one partial response. Initial responses were noted within 2 to 7 months of starting cetuximab. While the benefit of cetuximab and immunotherapy in head-and-neck squamous cell carcinoma has growing evidence, information regarding cSCC remains limited. This study adds three cases to the underreported literature on treating advanced cSCC with cetuximab after initially failing immunotherapy.",['Morecroft R; Phillipps J; Zhou A; Butt O; Khaddour K; Johanns T; Ansstas G'],2024,"immunotherapy is the first-line option for treating advanced cutaneous squamous cell carcinoma (cSCC) but up to half of patients experience no benefit and treatment resistance, warrant newer therapeutic approaches."
Reperfusion therapies in patients with acute ischaemic stroke and atrial fibrillation: data on safety and effectiveness from a multi-centre cohort study.,"Intravenous thrombolysis (IVT) and/or endovascular therapy (EVT) are currently considered best practices in acute stroke patients. Data regarding the efficacy and safety of reperfusion therapies in patients with atrial fibrillation (AF) are conflicting as regards haemorrhagic transformation, mortality, and functional outcome. This study sought to investigate for any differences, in terms of safety and effectiveness, between AF patients with acute ischaemic stroke (AIS) treated and untreated with reperfusion therapies. Data from two multicenter cohort studies (RAF and RAF-NOACs) on consecutive patients with AF and AIS were analyzed to compare patients treated and not treated with reperfusion therapies (IVT and/or EVT). Multivariable logistic regression analysis was performed to identify independent predictors for outcome events: 90-day good functional outcome and mortality. A propensity score matching (PSM) analysis compared treated and untreated patients. Overall, 441 (25.4%) were included in the reperfusion-treated group and 1,295 (74.6%) in the untreated group. The multivariable model suggested that reperfusion therapies were significantly associated with good functional outcome. Rates of mortality and disability were higher in patients not treated, especially in the case of higher NIHSS scores. In the PSM comparison, 173/250 patients (69.2%) who had received reperfusion therapies had good functional outcome at 90 days, compared to 146/250 (58.4%) untreated patients (p = 0.009, OR: 1.60, 95% CI:1.11-2.31). Patients with AF and AIS treated with reperfusion therapies had a significantly higher rate of good functional outcome and lower rates of mortality compared to those patients with AF and AIS who had undergone conservative treatment.","[""Cancelloni V; Buratti M; Tsivgoulis G; Furie KL; Tadi P; Caso V; Becattini C; Agnelli G; Zedde M; Abdul-Rahim AH; Alberti A; Venti M; de Magistris IL; Acciarresi M; D'Amore C; Mosconi MG; Cimini LA; Cappellari M; Putaala J; Tomppo L; Tatlisumak T; Bandini F; Marcheselli S; Pezzini A; Sohn SI; Lorenzini G; Tassi R; Guideri F; Acampa M; Ntaios G; Karagkiozi E; Athanasakis G; Makaritsis K; Sagris D; Adamou A; Vadikolias K; Palaiodimou L; Chondrogianni M; Mumoli N; Galati F; Sacco S; Tiseo C; Corea F; Ageno W; Bellesini M; Silvestrelli G; Ciccone A; Mancuso M; Orlandi G; Pascarella R; Tassinari T; Rueckert C; Baldi A; Toni D; Lettieri F; Giuntini M; Lotti EM; Flomin Y; Pieroni A; Kargiotis O; Karapanayiotides T; Halvatsiotis P; Monaco S; Baronello MM; Csiba L; Szabò L; Chiti A; Giorli E; Del Sette M; Imberti D; Zabzuni D; Doronin B; Volodina V; Michel P; Vanacker P; Barlinn K; Pallesen LP; Kepplinger J; Deleu D; Gourbali V; Yaghi S; Paciaroni M""]",2024,a multicenter cohort study compared patients treated with reperfusion therapies. a propensity score matching analysis compared treated and untreated patients. a multivariable model suggested that reperfusion therapies were significantly associated with good functional outcome.
Gut microbiota microbial metabolites in diabetic nephropathy patients: far to go.,"Diabetic nephropathy (DN) is one of the main complications of diabetes and a major cause of end-stage renal disease, which has a severe impact on the quality of life of patients. Strict control of blood sugar and blood pressure, including the use of renin-angiotensin-aldosterone system inhibitors, can delay the progression of diabetic nephropathy but cannot prevent it from eventually developing into end-stage renal disease. In recent years, many studies have shown a close relationship between gut microbiota imbalance and the occurrence and development of DN. This review discusses the latest research findings on the correlation between gut microbiota and microbial metabolites in DN, including the manifestations of the gut microbiota and microbial metabolites in DN patients, the application of the gut microbiota and microbial metabolites in the diagnosis of DN, their role in disease progression, and so on, to elucidate the role of the gut microbiota and microbial metabolites in the occurrence and prevention of DN and provide a theoretical basis and methods for clinical diagnosis and treatment.",['Yu JX; Chen X; Zang SG; Chen X; Wu YY; Wu LP; Xuan SH'],2024,nephropathy is one of the main complications of diabetes. it can delay the progression of diabetes but cannot prevent it from developing into end-stage renal disease. many studies have shown a close relationship between gut microbiota imbalance and the occurrence and development of DN.
Oral Glucose Tolerance Test as a Risk Marker for Developing Post-Transplant Diabetes Mellitus.,"The incidence of post-transplant diabetes mellitus (PTDM) can reach 30% during the first 6 months after kidney transplantation (KT), increasing the risk of graft failure and mortality. There is no well-established biomarker for predicting PTDM occurrence. This study evaluated the association between the abnormal 2-hour oral glucose tolerance test (OGTT) and the PTDM incidence. A retrospective single-center study, including adult kidney transplant recipients from deceased donors, was performed between March 2021 and June 2022. age <18 years; pretransplant diabetes mellitus (DM); death with a functioning graft; loss of follow-up and/or graft failure before 6 months post-transplant. The results of pretransplant OGTT, fasting (FPG), and afternoon plasma glucose levels at hospitalization and FPG in the first, second, and third months post-transplant were evaluated. For analysis, patients were grouped according to the PTDM diagnosis: PTDM and non-PTDM. From 164 KT performed in the period, 50 (30%) were included, most male (n = 34, 68%), with a mean age of 48.3 ± 12.5 years. Nine patients (18%) developed PTDM, 44% between 3 and 6 months. General characteristics and immunosuppressive therapy were similar between the groups. The mean FPG in the pretransplant OGTT was significantly higher in the PTDM group compared with the non-PTDM group (85.7 ± 7.9 vs 79.1 ± 8.2, P = .03). The number of patients classified as impaired glucose tolerance (IGT) on the pre-transplant OGTT was significantly higher in the PTDM group. IGT in the pretransplant OGTT was associated with PTDM cases in kidney transplant recipients without a previous diagnosis of DM.",['Rossi MR; Mazzali M; de Sousa MV'],2024,the incidence of post-transplant diabetes mellitus (PTDM) can reach 30% during the first 6 months after kidney transplantation. there is no well-established biomarker for predicting PTDM occurrence.
Analysis of tofacitinib safety in ulcerative colitis from the completed global clinical developmental program up to 9.2 years of drug exposure.,"Tofacitinib is an oral Janus kinase inhibitor for the treatment of ulcerative colitis (UC). We report an integrated summary of tofacitinib safety from the completed global UC clinical program (9.2 years maximum tofacitinib exposure). This analysis included patients receiving tofacitinib 5 or 10 mg twice daily (b.i.d.) from completed phase 2/3 placebo-controlled studies, an open-label, long-term extension study and a randomized phase 3b/4 study. Proportions and incidence rates (IRs; unique patients with events/100 patient-years [PY] of exposure) were evaluated for deaths and adverse events (AEs) of special interest (AESI). Overall, 1157 patients received ≥1 dose of tofacitinib 5 or 10 mg b.i.d.; 938 (81.1%) were in the predominant dose tofacitinib 10 mg b.i.d. group; 552 (47.7%) received tofacitinib for ≥2 years; total exposure: 3202.0 PY; 994 (85.9%) experienced AEs; 254 (22.0%) experienced serious AEs. Median treatment duration: 1.7 (range 0.0-9.2) years. IRs (95% CI) for combined tofacitinib doses: deaths 0.24 (0.10-0.48); serious infections (SIs) 1.80 (1.37-2.32); herpes zoster (HZ; non-serious and serious) 3.24 (2.63-3.94); serious HZ 0.24 (0.10-0.48); opportunistic infections 0.96 (0.65-1.36); malignancies (excluding non-melanoma skin cancer [NMSC]) 0.88 (0.59-1.26); NMSC 0.71 (0.45-1.07); major adverse cardiovascular events 0.27 (0.12-0.52); deep vein thrombosis 0.06 (0.01-0.22); pulmonary embolism 0.18 (0.07-0.40); and gastrointestinal perforations 0.09 (0.02-0.27). Except for HZ and SIs, IRs for AESI were <1 case/100 PY. Safety was consistent with previous analyses of shorter exposure and tofacitinib's known safety profile, including real-world data. GOV: NCT00787202; NCT01465763; NCT01458951; NCT01458574; NCT01470612; NCT03281304.","[""Panés J; D'Haens GR; Sands BE; Ng SC; Lawendy N; Kulisek N; Guo X; Wu J; Vranic I; Panaccione R; Vermeire S""]",2024,tofacitinib is an oral Janus kinase inhibitor for the treatment of ulcerative colitis (UC) the study included patients receiving tofacitinib 5 or 10 mg twice daily (b.i.d.) from completed phase 2/3 placebo-controlled studies.
Effect of <i>Ducrosia anethifolia</i> methanol extract against methicillin resistant <i>Staphylococcus aureus</i> and <i>Pseudomonas aeruginosa</i> biofilms on excision wound in diabetic mice.,"<i>Ducrosia anethifolia</i> is an aromatic desert plant used in Saudi folk medicine to treat skin infections. It is widely found in Middle Eastern countries. A methanolic extract of the plant was prepared, and its phytoconstituents were determined using LC-MS. <i>In-vitro</i> and <i>in-vivo</i> antibacterial and antibiofilm activities of the methanolic extract were evaluated against multidrug-resistant bacteria. The cytotoxic effect was assessed using HaCaT cell lines <i>in-vitro</i>. Diabetic mice were used to study the <i>in-vivo</i> antibiofilm and wound healing activity using the excision wound method. More than 50 phytoconstituents were found in the extract after LC-MS analysis. The extract exhibited antibacterial activity against both the tested pathogens. The extract was free of irritant effects on mice skin, and no cytotoxicity was observed on HaCaT cells with an IC<sub>50</sub> value of 1381 µg/ml. The ointment formulation of the extract increased the healing of diabetic wounds. The microbial load of both pathogens in the wounded tissue was also reduced after the treatment. The extract was more effective against methicillin-resistant <i>Staphylococcus aureus</i> (MRSA) than MDR-<i>P. aeruginosa</i> in both <i>in vitro</i> and <i>in vivo</i> experiments. Further, skin regeneration was also observed in histological studies. The results showed that <i>D. anethifolia</i> methanol extract supports wound healing in infected wounds in diabetic mice through antibacterial, antibiofilm, and wound healing activities.",['Almuhanna Y'],2024,methanolic extract of the plant was prepared and its phytoconstituents were determined using LC-MS. the extract was free of irritant effects on mice skin.
DNA methylation and type 2 diabetes: a systematic review.,"DNA methylation influences gene expression and function in the pathophysiology of type 2 diabetes mellitus (T2DM). Mapping of T2DM-associated DNA methylation could aid early detection and/or therapeutic treatment options for diabetics. A systematic literature search for associations between T2DM and DNA methylation was performed. Prospero registration ID: CRD42020140436. PubMed and ScienceDirect databases were searched (till October 19, 2023). Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines and New Castle Ottawa scale were used for reporting the selection and quality of the studies, respectively. Thirty-two articles were selected. Four of 130 differentially methylated genes in blood, adipose, liver or pancreatic islets (TXNIP, ABCG1, PPARGC1A, PTPRN2) were reported in > 1 study. TXNIP was hypomethylated in diabetic blood across ethnicities. Gene enrichment analysis of the differentially methylated genes highlighted relevant disease pathways (T2DM, type 1 diabetes and adipocytokine signaling). Three prospective studies reported association of methylation in IGFBP2, MSI2, FTO, TXNIP, SREBF1, PHOSPHO1, SOCS3 and ABCG1 in blood at baseline with incident T2DM/hyperglycemia. Sex-specific differential methylation was reported only for HOOK2 in visceral adipose tissue (female diabetics: hypermethylated, male diabetics: hypomethylated). Gene expression was inversely associated with methylation status in 8 studies, in genes including ABCG1 (blood), S100A4 (adipose tissue), PER2 (pancreatic islets), PDGFA (liver) and PPARGC1A (skeletal muscle). This review summarizes available evidence for using DNA methylation patterns to unravel T2DM pathophysiology. Further validation studies in diverse populations will set the stage for utilizing this knowledge for identifying early diagnostic markers and novel druggable pathways.",['Nadiger N; Veed JK; Chinya Nataraj P; Mukhopadhyay A'],2024,gene expression and function in pathophysiology of type 2 diabetes mellitus. gene methylation influences gene expression and function in pathophysiology of type 2 diabetes mellitus.
